Fecha_Hora,Demanda_kW,Factor_Potencia
2024-07-23 20:45:00,35.67,0.874
2024-07-23 21:00:00,35.99,0.782
2024-07-23 21:15:00,35.96,0.875
2024-07-23 21:30:00,35.34,0.764
2024-07-23 21:45:00,36.03,0.882
2024-07-23 22:00:00,37.27,0.873
2024-07-23 22:15:00,36.46,0.835
2024-07-23 22:30:00,33.03,0.841
2024-07-23 22:45:00,38.65,0.802
2024-07-23 23:00:00,35.65,0.78
2024-07-23 23:15:00,38.32,0.818
2024-07-23 23:30:00,37.79,0.849
2024-07-23 23:45:00,40.27,0.9
2024-07-24 00:00:00,39.11,0.873
2024-07-24 00:15:00,37.5,0.815
2024-07-24 00:30:00,37.38,0.861
2024-07-24 00:45:00,40.01,0.766
2024-07-24 01:00:00,36.69,0.812
2024-07-24 01:15:00,38.71,0.814
2024-07-24 01:30:00,38.44,0.9
2024-07-24 01:45:00,38.29,0.809
2024-07-24 02:00:00,39.2,0.762
2024-07-24 02:15:00,39.1,0.76
2024-07-24 02:30:00,39.5,0.855
2024-07-24 02:45:00,39.21,0.793
2024-07-24 03:00:00,39.61,0.88
2024-07-24 03:15:00,39.3,0.822
2024-07-24 03:30:00,38.49,0.8
2024-07-24 03:45:00,39.33,0.864
2024-07-24 04:00:00,38.54,0.813
2024-07-24 04:15:00,38.51,0.861
2024-07-24 04:30:00,39.08,0.857
2024-07-24 04:45:00,39.37,0.858
2024-07-24 05:00:00,39.58,0.879
2024-07-24 05:15:00,40.65,0.877
2024-07-24 05:30:00,38.99,0.85
2024-07-24 05:45:00,39.83,0.894
2024-07-24 06:00:00,39.74,0.753
2024-07-24 06:15:00,38.87,0.89
2024-07-24 06:30:00,39.67,0.772
2024-07-24 06:45:00,40.76,0.782
2024-07-24 07:00:00,41.46,0.873
2024-07-24 07:15:00,43.96,0.81
2024-07-24 07:30:00,45.13,0.814
2024-07-24 07:45:00,51.42,0.789
2024-07-24 08:00:00,50.0,0.872
2024-07-24 08:15:00,49.04,0.861
2024-07-24 08:30:00,53.58,0.87
2024-07-24 08:45:00,52.62,0.907
2024-07-24 09:00:00,53.75,0.921
2024-07-24 09:15:00,53.36,0.924
2024-07-24 09:30:00,54.24,0.887
2024-07-24 09:45:00,54.24,0.942
2024-07-24 10:00:00,54.24,0.883
2024-07-24 10:15:00,54.24,0.861
2024-07-24 10:30:00,54.24,0.945
2024-07-24 10:45:00,54.24,0.904
2024-07-24 11:00:00,53.84,0.947
2024-07-24 11:15:00,51.87,0.889
2024-07-24 11:30:00,54.24,0.926
2024-07-24 11:45:00,54.24,0.861
2024-07-24 12:00:00,50.5,0.935
2024-07-24 12:15:00,51.05,0.867
2024-07-24 12:30:00,49.78,0.857
2024-07-24 12:45:00,50.37,0.86
2024-07-24 13:00:00,52.73,0.906
2024-07-24 13:15:00,52.6,0.879
2024-07-24 13:30:00,54.24,0.946
2024-07-24 13:45:00,51.95,0.935
2024-07-24 14:00:00,54.24,0.93
2024-07-24 14:15:00,54.24,0.931
2024-07-24 14:30:00,51.35,0.939
2024-07-24 14:45:00,53.88,0.937
2024-07-24 15:00:00,53.97,0.943
2024-07-24 15:15:00,54.24,0.943
2024-07-24 15:30:00,52.63,0.88
2024-07-24 15:45:00,54.24,0.872
2024-07-24 16:00:00,54.05,0.914
2024-07-24 16:15:00,53.04,0.862
2024-07-24 16:30:00,52.82,0.871
2024-07-24 16:45:00,54.24,0.927
2024-07-24 17:00:00,49.96,0.915
2024-07-24 17:15:00,52.86,0.915
2024-07-24 17:30:00,52.78,0.945
2024-07-24 17:45:00,50.62,0.917
2024-07-24 18:00:00,46.18,0.815
2024-07-24 18:15:00,45.61,0.792
2024-07-24 18:30:00,41.15,0.801
2024-07-24 18:45:00,39.28,0.792
2024-07-24 19:00:00,35.86,0.755
2024-07-24 19:15:00,37.7,0.789
2024-07-24 19:30:00,37.88,0.875
2024-07-24 19:45:00,34.98,0.859
2024-07-24 20:00:00,37.67,0.843
2024-07-24 20:15:00,37.52,0.885
2024-07-24 20:30:00,38.39,0.79
2024-07-24 20:45:00,37.17,0.837
2024-07-24 21:00:00,36.77,0.755
2024-07-24 21:15:00,38.17,0.884
2024-07-24 21:30:00,37.76,0.817
2024-07-24 21:45:00,39.56,0.777
2024-07-24 22:00:00,38.23,0.786
2024-07-24 22:15:00,37.42,0.877
2024-07-24 22:30:00,36.03,0.766
2024-07-24 22:45:00,36.8,0.889
2024-07-24 23:00:00,35.93,0.806
2024-07-24 23:15:00,37.41,0.788
2024-07-24 23:30:00,38.81,0.8
2024-07-24 23:45:00,37.86,0.811
2024-07-25 00:00:00,39.14,0.832
2024-07-25 00:15:00,38.46,0.838
2024-07-25 00:30:00,37.72,0.817
2024-07-25 00:45:00,38.39,0.817
2024-07-25 01:00:00,38.94,0.793
2024-07-25 01:15:00,38.65,0.808
2024-07-25 01:30:00,38.77,0.82
2024-07-25 01:45:00,37.8,0.84
2024-07-25 02:00:00,38.28,0.77
2024-07-25 02:15:00,41.51,0.865
2024-07-25 02:30:00,40.4,0.852
2024-07-25 02:45:00,37.32,0.795
2024-07-25 03:00:00,36.34,0.819
2024-07-25 03:15:00,39.28,0.892
2024-07-25 03:30:00,40.31,0.753
2024-07-25 03:45:00,38.71,0.872
2024-07-25 04:00:00,40.59,0.827
2024-07-25 04:15:00,39.5,0.843
2024-07-25 04:30:00,39.28,0.853
2024-07-25 04:45:00,40.41,0.818
2024-07-25 05:00:00,38.91,0.779
2024-07-25 05:15:00,39.23,0.886
2024-07-25 05:30:00,40.38,0.861
2024-07-25 05:45:00,39.56,0.834
2024-07-25 06:00:00,41.87,0.817
2024-07-25 06:15:00,40.42,0.825
2024-07-25 06:30:00,40.33,0.874
2024-07-25 06:45:00,39.51,0.752
2024-07-25 07:00:00,42.31,0.88
2024-07-25 07:15:00,43.24,0.757
2024-07-25 07:30:00,46.5,0.842
2024-07-25 07:45:00,47.21,0.8
2024-07-25 08:00:00,52.58,0.918
2024-07-25 08:15:00,52.07,0.859
2024-07-25 08:30:00,54.24,0.906
2024-07-25 08:45:00,54.24,0.936
2024-07-25 09:00:00,54.24,0.899
2024-07-25 09:15:00,54.24,0.858
2024-07-25 09:30:00,52.7,0.854
2024-07-25 09:45:00,54.24,0.912
2024-07-25 10:00:00,54.24,0.857
2024-07-25 10:15:00,54.24,0.857
2024-07-25 10:30:00,54.24,0.893
2024-07-25 10:45:00,52.9,0.871
2024-07-25 11:00:00,52.74,0.87
2024-07-25 11:15:00,53.86,0.898
2024-07-25 11:30:00,54.24,0.878
2024-07-25 11:45:00,54.24,0.872
2024-07-25 12:00:00,48.99,0.901
2024-07-25 12:15:00,51.48,0.879
2024-07-25 12:30:00,48.52,0.858
2024-07-25 12:45:00,49.07,0.918
2024-07-25 13:00:00,52.76,0.909
2024-07-25 13:15:00,52.66,0.871
2024-07-25 13:30:00,54.24,0.908
2024-07-25 13:45:00,54.24,0.946
2024-07-25 14:00:00,54.24,0.946
2024-07-25 14:15:00,53.84,0.903
2024-07-25 14:30:00,54.05,0.86
2024-07-25 14:45:00,54.24,0.896
2024-07-25 15:00:00,54.1,0.853
2024-07-25 15:15:00,54.24,0.892
2024-07-25 15:30:00,54.24,0.941
2024-07-25 15:45:00,50.42,0.897
2024-07-25 16:00:00,54.24,0.905
2024-07-25 16:15:00,54.24,0.866
2024-07-25 16:30:00,54.24,0.852
2024-07-25 16:45:00,51.13,0.949
2024-07-25 17:00:00,51.59,0.884
2024-07-25 17:15:00,51.19,0.878
2024-07-25 17:30:00,50.25,0.907
2024-07-25 17:45:00,53.61,0.925
2024-07-25 18:00:00,46.09,0.788
2024-07-25 18:15:00,44.03,0.829
2024-07-25 18:30:00,42.74,0.8
2024-07-25 18:45:00,40.69,0.822
2024-07-25 19:00:00,32.76,0.774
2024-07-25 19:15:00,35.72,0.827
2024-07-25 19:30:00,34.92,0.757
2024-07-25 19:45:00,36.95,0.876
2024-07-25 20:00:00,36.24,0.844
2024-07-25 20:15:00,36.63,0.891
2024-07-25 20:30:00,34.39,0.84
2024-07-25 20:45:00,36.41,0.777
2024-07-25 21:00:00,38.05,0.823
2024-07-25 21:15:00,38.46,0.85
2024-07-25 21:30:00,37.78,0.806
2024-07-25 21:45:00,35.58,0.833
2024-07-25 22:00:00,38.56,0.774
2024-07-25 22:15:00,38.06,0.867
2024-07-25 22:30:00,37.22,0.886
2024-07-25 22:45:00,35.17,0.797
2024-07-25 23:00:00,38.62,0.869
2024-07-25 23:15:00,36.98,0.764
2024-07-25 23:30:00,38.15,0.787
2024-07-25 23:45:00,37.94,0.819
2024-07-26 00:00:00,39.72,0.808
2024-07-26 00:15:00,37.93,0.843
2024-07-26 00:30:00,38.17,0.834
2024-07-26 00:45:00,40.1,0.763
2024-07-26 01:00:00,37.63,0.77
2024-07-26 01:15:00,39.43,0.758
2024-07-26 01:30:00,38.36,0.893
2024-07-26 01:45:00,37.53,0.847
2024-07-26 02:00:00,38.79,0.878
2024-07-26 02:15:00,39.68,0.831
2024-07-26 02:30:00,40.54,0.779
2024-07-26 02:45:00,40.77,0.844
2024-07-26 03:00:00,38.78,0.826
2024-07-26 03:15:00,38.03,0.811
2024-07-26 03:30:00,38.89,0.806
2024-07-26 03:45:00,37.93,0.848
2024-07-26 04:00:00,39.12,0.843
2024-07-26 04:15:00,39.03,0.773
2024-07-26 04:30:00,40.34,0.872
2024-07-26 04:45:00,36.9,0.845
2024-07-26 05:00:00,38.67,0.83
2024-07-26 05:15:00,38.71,0.862
2024-07-26 05:30:00,40.99,0.773
2024-07-26 05:45:00,38.27,0.888
2024-07-26 06:00:00,39.87,0.791
2024-07-26 06:15:00,39.44,0.789
2024-07-26 06:30:00,40.82,0.872
2024-07-26 06:45:00,40.27,0.8
2024-07-26 07:00:00,41.38,0.875
2024-07-26 07:15:00,42.94,0.799
2024-07-26 07:30:00,43.55,0.833
2024-07-26 07:45:00,48.91,0.785
2024-07-26 08:00:00,51.8,0.923
2024-07-26 08:15:00,49.19,0.867
2024-07-26 08:30:00,50.3,0.94
2024-07-26 08:45:00,53.2,0.887
2024-07-26 09:00:00,54.24,0.897
2024-07-26 09:15:00,52.63,0.852
2024-07-26 09:30:00,53.31,0.948
2024-07-26 09:45:00,51.26,0.931
2024-07-26 10:00:00,54.24,0.895
2024-07-26 10:15:00,52.13,0.942
2024-07-26 10:30:00,54.24,0.943
2024-07-26 10:45:00,54.19,0.903
2024-07-26 11:00:00,54.24,0.873
2024-07-26 11:15:00,52.96,0.899
2024-07-26 11:30:00,54.24,0.882
2024-07-26 11:45:00,51.47,0.895
2024-07-26 12:00:00,47.41,0.941
2024-07-26 12:15:00,51.24,0.878
2024-07-26 12:30:00,47.64,0.934
2024-07-26 12:45:00,49.99,0.944
2024-07-26 13:00:00,54.24,0.931
2024-07-26 13:15:00,54.24,0.903
2024-07-26 13:30:00,53.07,0.906
2024-07-26 13:45:00,51.66,0.932
2024-07-26 14:00:00,54.24,0.854
2024-07-26 14:15:00,54.24,0.924
2024-07-26 14:30:00,53.17,0.903
2024-07-26 14:45:00,52.94,0.89
2024-07-26 15:00:00,53.39,0.927
2024-07-26 15:15:00,54.24,0.877
2024-07-26 15:30:00,54.24,0.94
2024-07-26 15:45:00,52.23,0.919
2024-07-26 16:00:00,51.81,0.911
2024-07-26 16:15:00,54.24,0.902
2024-07-26 16:30:00,53.96,0.871
2024-07-26 16:45:00,54.24,0.912
2024-07-26 17:00:00,51.54,0.922
2024-07-26 17:15:00,52.88,0.851
2024-07-26 17:30:00,53.03,0.887
2024-07-26 17:45:00,51.41,0.933
2024-07-26 18:00:00,48.52,0.845
2024-07-26 18:15:00,43.64,0.842
2024-07-26 18:30:00,41.71,0.784
2024-07-26 18:45:00,40.28,0.845
2024-07-26 19:00:00,36.91,0.868
2024-07-26 19:15:00,36.68,0.81
2024-07-26 19:30:00,35.06,0.777
2024-07-26 19:45:00,36.85,0.762
2024-07-26 20:00:00,36.15,0.826
2024-07-26 20:15:00,35.98,0.853
2024-07-26 20:30:00,36.72,0.774
2024-07-26 20:45:00,35.69,0.813
2024-07-26 21:00:00,35.57,0.835
2024-07-26 21:15:00,34.0,0.773
2024-07-26 21:30:00,38.92,0.79
2024-07-26 21:45:00,37.69,0.841
2024-07-26 22:00:00,37.03,0.859
2024-07-26 22:15:00,36.51,0.845
2024-07-26 22:30:00,34.13,0.857
2024-07-26 22:45:00,36.63,0.837
2024-07-26 23:00:00,38.36,0.875
2024-07-26 23:15:00,38.72,0.874
2024-07-26 23:30:00,38.49,0.869
2024-07-26 23:45:00,38.04,0.836
2024-07-27 00:00:00,38.78,0.899
2024-07-27 00:15:00,37.04,0.756
2024-07-27 00:30:00,38.71,0.779
2024-07-27 00:45:00,37.14,0.871
2024-07-27 01:00:00,36.66,0.874
2024-07-27 01:15:00,36.6,0.873
2024-07-27 01:30:00,36.61,0.881
2024-07-27 01:45:00,38.65,0.813
2024-07-27 02:00:00,37.13,0.89
2024-07-27 02:15:00,36.86,0.781
2024-07-27 02:30:00,38.93,0.891
2024-07-27 02:45:00,38.55,0.834
2024-07-27 03:00:00,39.35,0.775
2024-07-27 03:15:00,38.89,0.86
2024-07-27 03:30:00,37.49,0.794
2024-07-27 03:45:00,38.49,0.783
2024-07-27 04:00:00,38.59,0.776
2024-07-27 04:15:00,37.43,0.754
2024-07-27 04:30:00,37.25,0.865
2024-07-27 04:45:00,37.77,0.823
2024-07-27 05:00:00,40.93,0.897
2024-07-27 05:15:00,38.12,0.816
2024-07-27 05:30:00,40.04,0.877
2024-07-27 05:45:00,38.08,0.895
2024-07-27 06:00:00,39.65,0.753
2024-07-27 06:15:00,39.66,0.766
2024-07-27 06:30:00,39.71,0.802
2024-07-27 06:45:00,39.05,0.881
2024-07-27 07:00:00,40.17,0.876
2024-07-27 07:15:00,38.99,0.805
2024-07-27 07:30:00,40.5,0.78
2024-07-27 07:45:00,36.62,0.87
2024-07-27 08:00:00,39.03,0.84
2024-07-27 08:15:00,39.21,0.755
2024-07-27 08:30:00,38.03,0.871
2024-07-27 08:45:00,40.05,0.894
2024-07-27 09:00:00,37.83,0.756
2024-07-27 09:15:00,39.03,0.793
2024-07-27 09:30:00,37.6,0.873
2024-07-27 09:45:00,42.05,0.838
2024-07-27 10:00:00,40.03,0.898
2024-07-27 10:15:00,43.05,0.887
2024-07-27 10:30:00,41.48,0.777
2024-07-27 10:45:00,41.1,0.851
2024-07-27 11:00:00,39.86,0.848
2024-07-27 11:15:00,39.29,0.767
2024-07-27 11:30:00,41.14,0.763
2024-07-27 11:45:00,40.34,0.835
2024-07-27 12:00:00,38.69,0.81
2024-07-27 12:15:00,38.34,0.832
2024-07-27 12:30:00,38.85,0.786
2024-07-27 12:45:00,41.99,0.833
2024-07-27 13:00:00,42.23,0.808
2024-07-27 13:15:00,39.61,0.883
2024-07-27 13:30:00,39.3,0.796
2024-07-27 13:45:00,38.48,0.881
2024-07-27 14:00:00,35.64,0.808
2024-07-27 14:15:00,38.11,0.837
2024-07-27 14:30:00,38.58,0.793
2024-07-27 14:45:00,35.48,0.871
2024-07-27 15:00:00,36.31,0.877
2024-07-27 15:15:00,35.85,0.871
2024-07-27 15:30:00,35.83,0.846
2024-07-27 15:45:00,37.53,0.796
2024-07-27 16:00:00,34.77,0.845
2024-07-27 16:15:00,36.66,0.894
2024-07-27 16:30:00,36.91,0.847
2024-07-27 16:45:00,35.93,0.893
2024-07-27 17:00:00,37.03,0.796
2024-07-27 17:15:00,36.2,0.877
2024-07-27 17:30:00,37.35,0.858
2024-07-27 17:45:00,34.38,0.873
2024-07-27 18:00:00,35.64,0.857
2024-07-27 18:15:00,35.94,0.822
2024-07-27 18:30:00,33.14,0.853
2024-07-27 18:45:00,34.87,0.89
2024-07-27 19:00:00,35.18,0.813
2024-07-27 19:15:00,37.11,0.893
2024-07-27 19:30:00,35.35,0.757
2024-07-27 19:45:00,35.27,0.752
2024-07-27 20:00:00,37.08,0.824
2024-07-27 20:15:00,34.48,0.877
2024-07-27 20:30:00,34.03,0.787
2024-07-27 20:45:00,35.95,0.854
2024-07-27 21:00:00,34.82,0.832
2024-07-27 21:15:00,34.92,0.794
2024-07-27 21:30:00,37.16,0.793
2024-07-27 21:45:00,37.56,0.761
2024-07-27 22:00:00,37.54,0.83
2024-07-27 22:15:00,37.97,0.818
2024-07-27 22:30:00,38.19,0.793
2024-07-27 22:45:00,34.55,0.896
2024-07-27 23:00:00,37.48,0.873
2024-07-27 23:15:00,36.48,0.829
2024-07-27 23:30:00,36.32,0.828
2024-07-27 23:45:00,37.86,0.779
2024-07-28 00:00:00,35.38,0.847
2024-07-28 00:15:00,35.44,0.893
2024-07-28 00:30:00,38.2,0.885
2024-07-28 00:45:00,38.12,0.763
2024-07-28 01:00:00,37.81,0.758
2024-07-28 01:15:00,36.74,0.894
2024-07-28 01:30:00,38.66,0.78
2024-07-28 01:45:00,38.67,0.833
2024-07-28 02:00:00,38.07,0.761
2024-07-28 02:15:00,36.7,0.876
2024-07-28 02:30:00,37.63,0.768
2024-07-28 02:45:00,39.14,0.847
2024-07-28 03:00:00,39.76,0.758
2024-07-28 03:15:00,37.92,0.774
2024-07-28 03:30:00,38.07,0.827
2024-07-28 03:45:00,38.22,0.757
2024-07-28 04:00:00,38.76,0.779
2024-07-28 04:15:00,37.82,0.77
2024-07-28 04:30:00,35.18,0.756
2024-07-28 04:45:00,39.93,0.896
2024-07-28 05:00:00,40.65,0.818
2024-07-28 05:15:00,37.89,0.879
2024-07-28 05:30:00,37.38,0.804
2024-07-28 05:45:00,38.46,0.756
2024-07-28 06:00:00,38.4,0.854
2024-07-28 06:15:00,39.77,0.756
2024-07-28 06:30:00,38.67,0.833
2024-07-28 06:45:00,37.68,0.771
2024-07-28 07:00:00,37.05,0.851
2024-07-28 07:15:00,39.55,0.884
2024-07-28 07:30:00,39.22,0.893
2024-07-28 07:45:00,39.71,0.829
2024-07-28 08:00:00,37.5,0.83
2024-07-28 08:15:00,41.02,0.756
2024-07-28 08:30:00,37.08,0.865
2024-07-28 08:45:00,40.21,0.893
2024-07-28 09:00:00,37.33,0.816
2024-07-28 09:15:00,38.87,0.869
2024-07-28 09:30:00,41.88,0.87
2024-07-28 09:45:00,41.17,0.868
2024-07-28 10:00:00,39.65,0.864
2024-07-28 10:15:00,39.8,0.782
2024-07-28 10:30:00,40.63,0.863
2024-07-28 10:45:00,41.18,0.772
2024-07-28 11:00:00,42.1,0.857
2024-07-28 11:15:00,40.0,0.751
2024-07-28 11:30:00,38.55,0.888
2024-07-28 11:45:00,40.62,0.874
2024-07-28 12:00:00,39.76,0.852
2024-07-28 12:15:00,38.6,0.764
2024-07-28 12:30:00,40.36,0.874
2024-07-28 12:45:00,39.56,0.881
2024-07-28 13:00:00,39.96,0.853
2024-07-28 13:15:00,38.31,0.896
2024-07-28 13:30:00,39.7,0.764
2024-07-28 13:45:00,37.34,0.856
2024-07-28 14:00:00,35.76,0.829
2024-07-28 14:15:00,36.33,0.772
2024-07-28 14:30:00,38.44,0.849
2024-07-28 14:45:00,37.32,0.87
2024-07-28 15:00:00,37.58,0.775
2024-07-28 15:15:00,37.89,0.869
2024-07-28 15:30:00,40.21,0.764
2024-07-28 15:45:00,36.28,0.839
2024-07-28 16:00:00,37.73,0.87
2024-07-28 16:15:00,37.25,0.772
2024-07-28 16:30:00,37.2,0.836
2024-07-28 16:45:00,38.01,0.814
2024-07-28 17:00:00,35.61,0.841
2024-07-28 17:15:00,35.5,0.814
2024-07-28 17:30:00,36.38,0.788
2024-07-28 17:45:00,35.82,0.788
2024-07-28 18:00:00,36.36,0.88
2024-07-28 18:15:00,37.71,0.773
2024-07-28 18:30:00,35.51,0.768
2024-07-28 18:45:00,35.71,0.765
2024-07-28 19:00:00,36.25,0.761
2024-07-28 19:15:00,35.84,0.752
2024-07-28 19:30:00,34.04,0.774
2024-07-28 19:45:00,35.52,0.779
2024-07-28 20:00:00,36.94,0.79
2024-07-28 20:15:00,37.8,0.769
2024-07-28 20:30:00,35.03,0.764
2024-07-28 20:45:00,35.08,0.831
2024-07-28 21:00:00,36.43,0.858
2024-07-28 21:15:00,34.19,0.845
2024-07-28 21:30:00,36.04,0.834
2024-07-28 21:45:00,34.69,0.816
2024-07-28 22:00:00,38.18,0.845
2024-07-28 22:15:00,35.9,0.885
2024-07-28 22:30:00,38.65,0.844
2024-07-28 22:45:00,38.13,0.759
2024-07-28 23:00:00,36.27,0.836
2024-07-28 23:15:00,35.87,0.829
2024-07-28 23:30:00,36.93,0.818
2024-07-28 23:45:00,37.12,0.835
2024-07-29 00:00:00,38.37,0.851
2024-07-29 00:15:00,37.19,0.756
2024-07-29 00:30:00,39.04,0.822
2024-07-29 00:45:00,38.59,0.873
2024-07-29 01:00:00,38.0,0.83
2024-07-29 01:15:00,37.67,0.76
2024-07-29 01:30:00,38.38,0.866
2024-07-29 01:45:00,37.74,0.891
2024-07-29 02:00:00,38.85,0.878
2024-07-29 02:15:00,38.97,0.804
2024-07-29 02:30:00,39.27,0.83
2024-07-29 02:45:00,41.11,0.839
2024-07-29 03:00:00,38.97,0.857
2024-07-29 03:15:00,40.38,0.85
2024-07-29 03:30:00,39.53,0.78
2024-07-29 03:45:00,39.04,0.876
2024-07-29 04:00:00,39.24,0.877
2024-07-29 04:15:00,39.36,0.811
2024-07-29 04:30:00,39.81,0.77
2024-07-29 04:45:00,38.37,0.841
2024-07-29 05:00:00,37.8,0.804
2024-07-29 05:15:00,40.34,0.861
2024-07-29 05:30:00,40.65,0.797
2024-07-29 05:45:00,40.48,0.789
2024-07-29 06:00:00,39.78,0.88
2024-07-29 06:15:00,40.51,0.842
2024-07-29 06:30:00,40.43,0.763
2024-07-29 06:45:00,40.5,0.853
2024-07-29 07:00:00,40.16,0.863
2024-07-29 07:15:00,42.23,0.785
2024-07-29 07:30:00,45.57,0.895
2024-07-29 07:45:00,48.52,0.806
2024-07-29 08:00:00,50.62,0.944
2024-07-29 08:15:00,48.72,0.879
2024-07-29 08:30:00,54.24,0.911
2024-07-29 08:45:00,52.36,0.902
2024-07-29 09:00:00,54.24,0.949
2024-07-29 09:15:00,54.24,0.891
2024-07-29 09:30:00,50.43,0.868
2024-07-29 09:45:00,53.41,0.933
2024-07-29 10:00:00,53.61,0.854
2024-07-29 10:15:00,53.7,0.938
2024-07-29 10:30:00,53.96,0.861
2024-07-29 10:45:00,54.24,0.907
2024-07-29 11:00:00,54.24,0.921
2024-07-29 11:15:00,54.24,0.884
2024-07-29 11:30:00,54.24,0.934
2024-07-29 11:45:00,51.95,0.909
2024-07-29 12:00:00,47.2,0.89
2024-07-29 12:15:00,48.03,0.883
2024-07-29 12:30:00,50.88,0.861
2024-07-29 12:45:00,50.39,0.914
2024-07-29 13:00:00,52.61,0.886
2024-07-29 13:15:00,52.96,0.882
2024-07-29 13:30:00,54.24,0.945
2024-07-29 13:45:00,52.91,0.877
2024-07-29 14:00:00,54.24,0.938
2024-07-29 14:15:00,54.24,0.947
2024-07-29 14:30:00,54.15,0.932
2024-07-29 14:45:00,54.24,0.852
2024-07-29 15:00:00,54.24,0.937
2024-07-29 15:15:00,53.85,0.871
2024-07-29 15:30:00,54.24,0.885
2024-07-29 15:45:00,54.24,0.949
2024-07-29 16:00:00,54.24,0.89
2024-07-29 16:15:00,54.24,0.915
2024-07-29 16:30:00,53.12,0.881
2024-07-29 16:45:00,53.75,0.887
2024-07-29 17:00:00,51.72,0.91
2024-07-29 17:15:00,53.52,0.945
2024-07-29 17:30:00,51.4,0.878
2024-07-29 17:45:00,48.97,0.875
2024-07-29 18:00:00,45.11,0.754
2024-07-29 18:15:00,39.84,0.78
2024-07-29 18:30:00,41.42,0.789
2024-07-29 18:45:00,40.05,0.759
2024-07-29 19:00:00,36.25,0.835
2024-07-29 19:15:00,38.59,0.769
2024-07-29 19:30:00,37.1,0.827
2024-07-29 19:45:00,37.09,0.778
2024-07-29 20:00:00,34.76,0.89
2024-07-29 20:15:00,36.22,0.796
2024-07-29 20:30:00,36.14,0.764
2024-07-29 20:45:00,35.88,0.875
2024-07-29 21:00:00,35.94,0.81
2024-07-29 21:15:00,34.9,0.873
2024-07-29 21:30:00,35.57,0.797
2024-07-29 21:45:00,38.04,0.825
2024-07-29 22:00:00,37.0,0.817
2024-07-29 22:15:00,36.69,0.834
2024-07-29 22:30:00,37.34,0.81
2024-07-29 22:45:00,38.76,0.825
2024-07-29 23:00:00,37.55,0.852
2024-07-29 23:15:00,38.26,0.812
2024-07-29 23:30:00,36.8,0.853
2024-07-29 23:45:00,37.16,0.857
2024-07-30 00:00:00,38.37,0.862
2024-07-30 00:15:00,40.24,0.821
2024-07-30 00:30:00,39.82,0.751
2024-07-30 00:45:00,38.96,0.863
2024-07-30 01:00:00,38.57,0.886
2024-07-30 01:15:00,40.11,0.848
2024-07-30 01:30:00,39.51,0.829
2024-07-30 01:45:00,36.03,0.834
2024-07-30 02:00:00,37.56,0.846
2024-07-30 02:15:00,39.27,0.9
2024-07-30 02:30:00,36.87,0.759
2024-07-30 02:45:00,37.99,0.753
2024-07-30 03:00:00,38.3,0.895
2024-07-30 03:15:00,38.89,0.816
2024-07-30 03:30:00,38.92,0.842
2024-07-30 03:45:00,38.98,0.863
2024-07-30 04:00:00,40.36,0.861
2024-07-30 04:15:00,39.12,0.847
2024-07-30 04:30:00,39.02,0.821
2024-07-30 04:45:00,37.91,0.836
2024-07-30 05:00:00,40.76,0.859
2024-07-30 05:15:00,38.77,0.878
2024-07-30 05:30:00,38.29,0.769
2024-07-30 05:45:00,39.85,0.792
2024-07-30 06:00:00,38.69,0.81
2024-07-30 06:15:00,38.97,0.85
2024-07-30 06:30:00,39.89,0.809
2024-07-30 06:45:00,39.18,0.786
2024-07-30 07:00:00,44.08,0.755
2024-07-30 07:15:00,43.57,0.876
2024-07-30 07:30:00,46.96,0.813
2024-07-30 07:45:00,45.72,0.799
2024-07-30 08:00:00,49.67,0.903
2024-07-30 08:15:00,49.94,0.862
2024-07-30 08:30:00,50.74,0.89
2024-07-30 08:45:00,53.46,0.925
2024-07-30 09:00:00,54.24,0.924
2024-07-30 09:15:00,54.24,0.927
2024-07-30 09:30:00,53.88,0.897
2024-07-30 09:45:00,53.22,0.887
2024-07-30 10:00:00,54.24,0.933
2024-07-30 10:15:00,54.24,0.867
2024-07-30 10:30:00,54.24,0.923
2024-07-30 10:45:00,54.24,0.939
2024-07-30 11:00:00,54.24,0.879
2024-07-30 11:15:00,54.24,0.87
2024-07-30 11:30:00,52.35,0.901
2024-07-30 11:45:00,53.43,0.872
2024-07-30 12:00:00,50.94,0.937
2024-07-30 12:15:00,52.17,0.874
2024-07-30 12:30:00,49.1,0.881
2024-07-30 12:45:00,47.27,0.939
2024-07-30 13:00:00,52.15,0.871
2024-07-30 13:15:00,54.24,0.938
2024-07-30 13:30:00,51.58,0.871
2024-07-30 13:45:00,52.33,0.941
2024-07-30 14:00:00,54.24,0.882
2024-07-30 14:15:00,54.06,0.875
2024-07-30 14:30:00,54.24,0.898
2024-07-30 14:45:00,52.24,0.887
2024-07-30 15:00:00,53.72,0.87
2024-07-30 15:15:00,54.24,0.884
2024-07-30 15:30:00,52.3,0.921
2024-07-30 15:45:00,54.24,0.933
2024-07-30 16:00:00,52.51,0.932
2024-07-30 16:15:00,54.24,0.926
2024-07-30 16:30:00,53.64,0.851
2024-07-30 16:45:00,52.38,0.893
2024-07-30 17:00:00,51.85,0.867
2024-07-30 17:15:00,52.96,0.857
2024-07-30 17:30:00,51.54,0.924
2024-07-30 17:45:00,52.66,0.929
2024-07-30 18:00:00,48.09,0.872
2024-07-30 18:15:00,42.51,0.884
2024-07-30 18:30:00,40.46,0.839
2024-07-30 18:45:00,38.44,0.9
